name;zip;kpi;Month 1;Month 2;delivery service
LIU - authentisch asiatische Küche;8010;Avg Basket Size €;26.53;27.16;deliverando
LIU - authentisch asiatische Küche;8010;# Negative Comments;3.0;2.0;deliverando
LIU - authentisch asiatische Küche;8010;# Positive Comments;1.0;1.0;deliverando
LIU - authentisch asiatische Küche;8010;% Kill Rate;83;84;deliverando
LIU - authentisch asiatische Küche;8010;Avg Time to Accept (s);452.0;484.0;deliverando
Burger King;8055;# Commissionable Orders;129.0;132.0;deliverando
Burger King;8055;Avg Basket Size €;26.38;25.71;deliverando
Burger King;8055;# Negative Comments;1.0;3.0;deliverando
Burger King;8055;# Positive Comments;1.0;1.0;deliverando
Burger King;8055;% Kill Rate;58;0.06;deliverando
Burger King;8055;Avg Time to Accept (s);28.0;21.0;deliverando
Burger King;8010;# Commissionable Orders;761.0;849.0;deliverando
Burger King;8010;Avg Basket Size €;21.84;22.03;deliverando
Burger King;8010;# Negative Comments;1.0;5.0;deliverando
Burger King;8010;# Positive Comments;1.0;1.0;deliverando
Burger King;8010;% Kill Rate;33;36;deliverando
Burger King;8010;Avg Time to Accept (s);444.0;565.0;deliverando
Das Maxxx;8045;# Commissionable Orders;137.0;133.0;deliverando
Das Maxxx;8045;Avg Basket Size €;25.51;26.9;deliverando
Das Maxxx;8045;# Negative Comments;1.0;0.0;deliverando
Das Maxxx;8045;# Positive Comments;1.0;1.0;deliverando
Das Maxxx;8045;% Kill Rate;108;104;deliverando
Das Maxxx;8045;Avg Time to Accept (s);17.0;17.0;deliverando
Santa Catharina;8010;# Commissionable Orders;17.0;3.0;deliverando
Santa Catharina;8010;Avg Basket Size €;20.99;19.05;deliverando
Santa Catharina;8010;# Negative Comments;0.0;0.0;deliverando
Santa Catharina;8010;# Positive Comments;1.0;0.0;deliverando
Santa Catharina;8010;% Kill Rate;167;134;deliverando
Santa Catharina;8010;Avg Time to Accept (s);569.0;513.0;deliverando
my Kentt Pizza & Kebap;8054;# Commissionable Orders;172.0;201.0;deliverando
my Kentt Pizza & Kebap;8054;Avg Basket Size €;16.18;19.56;deliverando
my Kentt Pizza & Kebap;8054;# Negative Comments;1.0;2.0;deliverando
my Kentt Pizza & Kebap;8054;# Positive Comments;1.0;1.0;deliverando
my Kentt Pizza & Kebap;8054;% Kill Rate;89;93;deliverando
my Kentt Pizza & Kebap;8054;Avg Time to Accept (s);12.0;13.0;deliverando
NORDSEE;8010;# Commissionable Orders;15.0;30.0;deliverando
NORDSEE;8010;Avg Basket Size €;19.83;22.29;deliverando
NORDSEE;8010;# Negative Comments;0.0;0.0;deliverando
NORDSEE;8010;# Positive Comments;1.0;1.0;deliverando
NORDSEE;8010;% Kill Rate;53;42;deliverando
NORDSEE;8010;Avg Time to Accept (s);308.0;390.0;deliverando
Noodle House;8010;# Commissionable Orders;183.0;112.0;deliverando
Noodle House;8010;Avg Basket Size €;15.3;14.91;deliverando
Noodle House;8010;# Negative Comments;0.0;0.0;deliverando
Noodle House;8010;# Positive Comments;1.0;1.0;deliverando
Noodle House;8010;% Kill Rate;83;93;deliverando
Noodle House;8010;Avg Time to Accept (s);477.0;517.0;deliverando
Cevabdzinica Hodzic - Balkan Spezialitäten;8020;# Commissionable Orders;9.0;0.0;deliverando
Cevabdzinica Hodzic - Balkan Spezialitäten;8020;# Negative Comments;0.0;0.0;deliverando
Cevabdzinica Hodzic - Balkan Spezialitäten;8020;# Positive Comments;0.0;0.0;deliverando
Cevabdzinica Hodzic - Balkan Spezialitäten;8020;% Kill Rate;0.1;106;deliverando
Cafe Abol;8010;# Commissionable Orders;36.0;49.0;deliverando
Cafe Abol;8010;Avg Basket Size €;18.02;22.04;deliverando
Cafe Abol;8010;# Negative Comments;0.0;0.0;deliverando
Cafe Abol;8010;# Positive Comments;1.0;1.0;deliverando
Cafe Abol;8010;% Kill Rate;112;97;deliverando
Cafe Abol;8010;Avg Time to Accept (s);337.0;517.0;deliverando
Restaurant Hendl-Eck;8010;# Commissionable Orders;502.0;474.0;deliverando
Restaurant Hendl-Eck;8010;Avg Basket Size €;22.53;21.49;deliverando
Restaurant Hendl-Eck;8010;# Negative Comments;2.0;1.0;deliverando
Restaurant Hendl-Eck;8010;# Positive Comments;1.0;1.0;deliverando
Restaurant Hendl-Eck;8010;% Kill Rate;36;36;deliverando
Restaurant Hendl-Eck;8010;Avg Time to Accept (s);332.0;347.0;deliverando
Tasty Donuts & Coffee;8010;# Commissionable Orders;54.0;20.0;deliverando
Tasty Donuts & Coffee;8010;Avg Basket Size €;12.68;13.94;deliverando
Tasty Donuts & Coffee;8010;# Negative Comments;0.0;0.0;deliverando
Tasty Donuts & Coffee;8010;# Positive Comments;1.0;1.0;deliverando
Tasty Donuts & Coffee;8010;% Kill Rate;47;65;deliverando
Tasty Donuts & Coffee;8010;Avg Time to Accept (s);530.0;575.0;deliverando
Zu den 3 goldenen Kugeln;8010;# Commissionable Orders;387.0;341.0;deliverando
Zu den 3 goldenen Kugeln;8010;Avg Basket Size €;26.24;26.76;deliverando
Zu den 3 goldenen Kugeln;8010;# Negative Comments;1.0;3.0;deliverando
Zu den 3 goldenen Kugeln;8010;# Positive Comments;1.0;1.0;deliverando
Zu den 3 goldenen Kugeln;8010;% Kill Rate;43;48;deliverando
Zu den 3 goldenen Kugeln;8010;Avg Time to Accept (s);478.0;417.0;deliverando
Lend Kebap Pizza & Pasta;8020;# Commissionable Orders;261.0;329.0;deliverando
Lend Kebap Pizza & Pasta;8020;Avg Basket Size €;14.63;13.01;deliverando
Lend Kebap Pizza & Pasta;8020;# Negative Comments;1.0;2.0;deliverando
Lend Kebap Pizza & Pasta;8020;# Positive Comments;1.0;1.0;deliverando
Lend Kebap Pizza & Pasta;8020;% Kill Rate;32;31;deliverando
Lend Kebap Pizza & Pasta;8020;Avg Time to Accept (s);415.0;409.0;deliverando
Peppone;8010;# Commissionable Orders;1.0;0.0;deliverando
Peppone;8010;# Negative Comments;0.0;0.0;deliverando
Peppone;8010;# Positive Comments;0.0;0.0;deliverando
Peppone;8010;% Kill Rate;198;173;deliverando
Asia Today - Asien zum Anbeißen ;8020;# Commissionable Orders;34.0;42.0;deliverando
Asia Today - Asien zum Anbeißen ;8020;Avg Basket Size €;21.52;18.48;deliverando
Asia Today - Asien zum Anbeißen ;8020;# Negative Comments;0.0;0.0;deliverando
Asia Today - Asien zum Anbeißen ;8020;# Positive Comments;1.0;1.0;deliverando
Asia Today - Asien zum Anbeißen ;8020;% Kill Rate;99;113;deliverando
Asia Today - Asien zum Anbeißen ;8020;Avg Time to Accept (s);423.0;399.0;deliverando
Swing Kitchen;8010;# Commissionable Orders;1982.0;1913.0;deliverando
Swing Kitchen;8010;Avg Basket Size €;23.67;23.7;deliverando
Swing Kitchen;8010;# Negative Comments;0.0;2.0;deliverando
Swing Kitchen;8010;# Positive Comments;1.0;1.0;deliverando
Swing Kitchen;8010;% Kill Rate;65;65;deliverando
Swing Kitchen;8010;Avg Time to Accept (s);402.0;405.0;deliverando
Gösser Stüberl;8010;# Commissionable Orders;399.0;354.0;deliverando
Gösser Stüberl;8010;Avg Basket Size €;25.46;27.02;deliverando
Gösser Stüberl;8010;# Negative Comments;1.0;2.0;deliverando
Gösser Stüberl;8010;# Positive Comments;1.0;1.0;deliverando
Gösser Stüberl;8010;% Kill Rate;54;45;deliverando
Gösser Stüberl;8010;Avg Time to Accept (s);16.0;17.0;deliverando
Than Thai Imbiss;8010;# Commissionable Orders;16.0;54.0;deliverando
Than Thai Imbiss;8010;Avg Basket Size €;25.06;20.89;deliverando
Than Thai Imbiss;8010;# Negative Comments;0.0;1.0;deliverando
Than Thai Imbiss;8010;# Positive Comments;1.0;1.0;deliverando
Than Thai Imbiss;8010;% Kill Rate;16;47;deliverando
Than Thai Imbiss;8010;Avg Time to Accept (s);331.0;464.0;deliverando
Meranos Burgers & More;8010;# Commissionable Orders;63.0;69.0;deliverando
Meranos Burgers & More;8010;Avg Basket Size €;23.01;24.23;deliverando
Meranos Burgers & More;8010;# Negative Comments;1.0;0.0;deliverando
Meranos Burgers & More;8010;# Positive Comments;1.0;1.0;deliverando
Meranos Burgers & More;8010;Avg Time to Accept (s);392.0;614.0;deliverando
NAM Vietnamese Street Food;8010;# Commissionable Orders;311.0;212.0;deliverando
NAM Vietnamese Street Food;8010;Avg Basket Size €;22.13;22.08;deliverando
NAM Vietnamese Street Food;8010;# Negative Comments;2.0;2.0;deliverando
NAM Vietnamese Street Food;8010;# Positive Comments;1.0;1.0;deliverando
NAM Vietnamese Street Food;8010;% Kill Rate;59;69;deliverando
NAM Vietnamese Street Food;8010;Avg Time to Accept (s);475.0;523.0;deliverando
Best Food Grill;8051;# Commissionable Orders;136.0;153.0;deliverando
Best Food Grill;8051;Avg Basket Size €;22.53;22.56;deliverando
Best Food Grill;8051;# Negative Comments;0.0;1.0;deliverando
Best Food Grill;8051;# Positive Comments;1.0;1.0;deliverando
Best Food Grill;8051;% Kill Rate;53;62;deliverando
Best Food Grill;8051;Avg Time to Accept (s);10.0;11.0;deliverando
Draxler Geflügel;8010;# Commissionable Orders;72.0;119.0;deliverando
Draxler Geflügel;8010;Avg Basket Size €;19.27;15.73;deliverando
Draxler Geflügel;8010;# Negative Comments;0.0;0.0;deliverando
Draxler Geflügel;8010;# Positive Comments;1.0;1.0;deliverando
Draxler Geflügel;8010;% Kill Rate;0.04;36;deliverando
Draxler Geflügel;8010;Avg Time to Accept (s);452.0;430.0;deliverando
Murphy's Sports Bar;8010;# Commissionable Orders;0.0;0.0;deliverando
Murphy's Sports Bar;8010;# Negative Comments;0.0;0.0;deliverando
Murphy's Sports Bar;8010;# Positive Comments;0.0;0.0;deliverando
Zu den 3 goldenen Kugeln;8020;# Commissionable Orders;131.0;124.0;deliverando
Zu den 3 goldenen Kugeln;8020;Avg Basket Size €;28.33;26.77;deliverando
Zu den 3 goldenen Kugeln;8020;# Negative Comments;1.0;0.0;deliverando
Zu den 3 goldenen Kugeln;8020;# Positive Comments;1.0;1.0;deliverando
Zu den 3 goldenen Kugeln;8020;% Kill Rate;59;44;deliverando
Zu den 3 goldenen Kugeln;8020;Avg Time to Accept (s);488.0;404.0;deliverando
Granola;8020;# Commissionable Orders;166.0;154.0;deliverando
Granola;8020;Avg Basket Size €;29.53;30.88;deliverando
Granola;8020;# Negative Comments;0.0;2.0;deliverando
Granola;8020;# Positive Comments;1.0;1.0;deliverando
Granola;8020;% Kill Rate;93;95;deliverando
Granola;8020;Avg Time to Accept (s);458.0;407.0;deliverando
Burgerista;8010;# Commissionable Orders;841.0;682.0;deliverando
Burgerista;8010;Avg Basket Size €;23.04;23.47;deliverando
Burgerista;8010;# Negative Comments;7.0;2.0;deliverando
Burgerista;8010;# Positive Comments;1.0;1.0;deliverando
Burgerista;8010;% Kill Rate;63;74;deliverando
Burgerista;8010;Avg Time to Accept (s);462.0;478.0;deliverando
McDonald's®;8010;# Commissionable Orders;2508.0;2038.0;deliverando
McDonald's®;8010;Avg Basket Size €;21.26;21.85;deliverando
McDonald's®;8010;# Negative Comments;12.0;9.0;deliverando
McDonald's®;8010;# Positive Comments;1.0;1.0;deliverando
McDonald's®;8010;% Kill Rate;31;36;deliverando
McDonald's®;8010;Avg Time to Accept (s);444.0;640.0;deliverando
McDonald's®;8010;# Commissionable Orders;1044.0;977.0;deliverando
McDonald's®;8010;Avg Basket Size €;21.76;22.79;deliverando
McDonald's®;8010;# Negative Comments;11.0;7.0;deliverando
McDonald's®;8010;# Positive Comments;1.0;1.0;deliverando
McDonald's®;8010;% Kill Rate;61;0.06;deliverando
McDonald's®;8010;Avg Time to Accept (s);581.0;730.0;deliverando
McDonald's®;8020;# Commissionable Orders;551.0;458.0;deliverando
McDonald's®;8020;Avg Basket Size €;22.58;23.69;deliverando
McDonald's®;8020;# Negative Comments;6.0;3.0;deliverando
McDonald's®;8020;# Positive Comments;1.0;1.0;deliverando
McDonald's®;8020;% Kill Rate;49;0.05;deliverando
McDonald's®;8020;Avg Time to Accept (s);627.0;905.0;deliverando
McDonald's®;8020;# Commissionable Orders;1226.0;1023.0;deliverando
McDonald's®;8020;Avg Basket Size €;21.96;21.88;deliverando
McDonald's®;8020;# Negative Comments;7.0;2.0;deliverando
McDonald's®;8020;# Positive Comments;1.0;1.0;deliverando
McDonald's®;8020;% Kill Rate;37;39;deliverando
McDonald's®;8020;Avg Time to Accept (s);511.0;629.0;deliverando
Burger Eck am Jako;8010;# Commissionable Orders;3.0;38.0;deliverando
Burger Eck am Jako;8010;Avg Basket Size €;23.23;19.74;deliverando
Burger Eck am Jako;8010;# Negative Comments;0.0;1.0;deliverando
Burger Eck am Jako;8010;# Positive Comments;0.0;1.0;deliverando
Burger Eck am Jako;8010;% Kill Rate;97;78;deliverando
Burger Eck am Jako;8010;Avg Time to Accept (s);359.0;546.0;deliverando
Taj Restaurant;8010;# Commissionable Orders;22.0;24.0;deliverando
Taj Restaurant;8010;Avg Basket Size €;30.91;30.16;deliverando
Taj Restaurant;8010;# Negative Comments;0.0;0.0;deliverando
Taj Restaurant;8010;# Positive Comments;1.0;1.0;deliverando
Taj Restaurant;8010;% Kill Rate;163;0.14;deliverando
Taj Restaurant;8010;Avg Time to Accept (s);12.0;14.0;deliverando
Peri - Peri Chicken & Burger;8010;# Commissionable Orders;260.0;241.0;deliverando
Peri - Peri Chicken & Burger;8010;Avg Basket Size €;19.42;18.61;deliverando
Peri - Peri Chicken & Burger;8010;# Negative Comments;2.0;3.0;deliverando
Peri - Peri Chicken & Burger;8010;# Positive Comments;1.0;1.0;deliverando
Peri - Peri Chicken & Burger;8010;% Kill Rate;0.09;96;deliverando
Peri - Peri Chicken & Burger;8010;Avg Time to Accept (s);19.0;25.0;deliverando
Meet Me There;8020;# Commissionable Orders;15.0;11.0;deliverando
Meet Me There;8020;Avg Basket Size €;17.84;18.5;deliverando
Meet Me There;8020;# Negative Comments;0.0;0.0;deliverando
Meet Me There;8020;# Positive Comments;0.0;0.0;deliverando
Meet Me There;8020;Avg Time to Accept (s);372.0;283.0;deliverando
Beste Freunde - Burgergrill;8020;# Commissionable Orders;993.0;953.0;deliverando
Beste Freunde - Burgergrill;8020;Avg Basket Size €;19.81;20.52;deliverando
Beste Freunde - Burgergrill;8020;# Negative Comments;11.0;8.0;deliverando
Beste Freunde - Burgergrill;8020;# Positive Comments;1.0;1.0;deliverando
Beste Freunde - Burgergrill;8020;% Kill Rate;0.1;95;deliverando
Beste Freunde - Burgergrill;8020;Avg Time to Accept (s);16.0;16.0;deliverando
Paradiso;8010;# Commissionable Orders;0.0;0.0;deliverando
Paradiso;8010;# Negative Comments;0.0;0.0;deliverando
Paradiso;8010;# Positive Comments;0.0;0.0;deliverando
Burger King;8010;# Commissionable Orders;152.0;116.0;deliverando
Burger King;8010;Avg Basket Size €;27.63;28.11;deliverando
Burger King;8010;# Negative Comments;2.0;2.0;deliverando
Burger King;8010;# Positive Comments;1.0;1.0;deliverando
Burger King;8010;% Kill Rate;84;75;deliverando
Burger King;8010;Avg Time to Accept (s);12.0;14.0;deliverando
the italian;8020;# Commissionable Orders;59.0;131.0;deliverando
the italian;8020;Avg Basket Size €;21.86;22.15;deliverando
the italian;8020;# Negative Comments;1.0;0.0;deliverando
the italian;8020;# Positive Comments;1.0;1.0;deliverando
the italian;8020;Avg Time to Accept (s);381.0;433.0;deliverando
Akakiko;8010;# Commissionable Orders;481.0;405.0;deliverando
Akakiko;8010;Avg Basket Size €;30.43;31.57;deliverando
Akakiko;8010;# Negative Comments;1.0;1.0;deliverando
Akakiko;8010;# Positive Comments;1.0;1.0;deliverando
Akakiko;8010;% Kill Rate;107;105;deliverando
Akakiko;8010;Avg Time to Accept (s);499.0;600.0;deliverando
L'Osteria;8010;# Commissionable Orders;1017.0;840.0;deliverando
L'Osteria;8010;Avg Basket Size €;25.76;25.97;deliverando
L'Osteria;8010;# Negative Comments;7.0;5.0;deliverando
L'Osteria;8010;# Positive Comments;1.0;1.0;deliverando
L'Osteria;8010;% Kill Rate;98;101;deliverando
L'Osteria;8010;Avg Time to Accept (s);263.0;264.0;deliverando
Best Food Grill 5;8010;# Commissionable Orders;109.0;72.0;deliverando
Best Food Grill 5;8010;Avg Basket Size €;23.24;23.8;deliverando
Best Food Grill 5;8010;# Negative Comments;1.0;0.0;deliverando
Best Food Grill 5;8010;# Positive Comments;1.0;1.0;deliverando
Best Food Grill 5;8010;% Kill Rate;36;39;deliverando
Best Food Grill 5;8010;Avg Time to Accept (s);16.0;15.0;deliverando
Emy's Pizza & Kebaphaus;8010;# Commissionable Orders;0.0;14.0;deliverando
Emy's Pizza & Kebaphaus;8010;# Negative Comments;0.0;0.0;deliverando
Emy's Pizza & Kebaphaus;8010;# Positive Comments;0.0;1.0;deliverando
Emy's Pizza & Kebaphaus;8010;% Kill Rate;16;25;deliverando
Pizzeria Pisa;8020;# Commissionable Orders;84.0;116.0;deliverando
Pizzeria Pisa;8020;Avg Basket Size €;16.74;17.29;deliverando
Pizzeria Pisa;8020;# Negative Comments;0.0;1.0;deliverando
Pizzeria Pisa;8020;# Positive Comments;0.0;1.0;deliverando
Pizzeria Pisa;8020;% Kill Rate;113;102;deliverando
Pizzeria Pisa;8020;Avg Time to Accept (s);18.0;16.0;deliverando
Captains Pizzeria;8055;# Commissionable Orders;275.0;193.0;deliverando
Captains Pizzeria;8055;Avg Basket Size €;22.0;22.62;deliverando
Captains Pizzeria;8055;# Negative Comments;3.0;0.0;deliverando
Captains Pizzeria;8055;# Positive Comments;1.0;1.0;deliverando
Captains Pizzeria;8055;% Kill Rate;0.06;0.06;deliverando
Captains Pizzeria;8055;Avg Time to Accept (s);15.0;15.0;deliverando
Amando;8041;# Commissionable Orders;0.0;0.0;deliverando
Amando;8041;# Negative Comments;0.0;0.0;deliverando
Amando;8041;# Positive Comments;0.0;0.0;deliverando
Amando;8041;% Kill Rate;106;75;deliverando
Cook Moon;8010;# Commissionable Orders;0.0;0.0;deliverando
Cook Moon;8010;# Negative Comments;0.0;0.0;deliverando
Cook Moon;8010;# Positive Comments;0.0;0.0;deliverando
Liebenauer Hof;8010;# Commissionable Orders;0.0;0.0;deliverando
Liebenauer Hof;8010;# Negative Comments;0.0;0.0;deliverando
Liebenauer Hof;8010;# Positive Comments;0.0;0.0;deliverando
KFC;8020;# Commissionable Orders;1244.0;1057.0;deliverando
KFC;8020;Avg Basket Size €;16.03;16.68;deliverando
KFC;8020;# Negative Comments;13.0;10.0;deliverando
KFC;8020;# Positive Comments;1.0;1.0;deliverando
KFC;8020;% Kill Rate;49;46;deliverando
KFC;8020;Avg Time to Accept (s);305.0;300.0;deliverando
Best Food Grill 1;8020;# Commissionable Orders;90.0;98.0;deliverando
Best Food Grill 1;8020;Avg Basket Size €;20.81;20.19;deliverando
Best Food Grill 1;8020;# Negative Comments;0.0;0.0;deliverando
Best Food Grill 1;8020;# Positive Comments;1.0;1.0;deliverando
Best Food Grill 1;8020;% Kill Rate;77;65;deliverando
Best Food Grill 1;8020;Avg Time to Accept (s);10.0;11.0;deliverando
Subway;8020;# Commissionable Orders;236.0;181.0;deliverando
Subway;8020;Avg Basket Size €;17.64;18.31;deliverando
Subway;8020;# Negative Comments;0.0;1.0;deliverando
Subway;8020;# Positive Comments;1.0;1.0;deliverando
Subway;8020;% Kill Rate;19;26;deliverando
Subway;8020;Avg Time to Accept (s);445.0;506.0;deliverando
Östa Konditorei und Cafe;8020;# Commissionable Orders;0.0;0.0;deliverando
Östa Konditorei und Cafe;8020;# Negative Comments;0.0;0.0;deliverando
Östa Konditorei und Cafe;8020;# Positive Comments;0.0;0.0;deliverando
Ankara Grill Haus;8010;# Commissionable Orders;199.0;191.0;deliverando
Ankara Grill Haus;8010;Avg Basket Size €;12.8;12.93;deliverando
Ankara Grill Haus;8010;# Negative Comments;0.0;4.0;deliverando
Ankara Grill Haus;8010;# Positive Comments;1.0;1.0;deliverando
Ankara Grill Haus;8010;% Kill Rate;35;38;deliverando
Ankara Grill Haus;8010;Avg Time to Accept (s);441.0;518.0;deliverando
Vapiano;8010;# Commissionable Orders;261.0;267.0;deliverando
Vapiano;8010;Avg Basket Size €;27.7;27.52;deliverando
Vapiano;8010;# Negative Comments;4.0;3.0;deliverando
Vapiano;8010;# Positive Comments;1.0;1.0;deliverando
Vapiano;8010;% Kill Rate;144;142;deliverando
Vapiano;8010;Avg Time to Accept (s);447.0;454.0;deliverando
Eiscafe Roma;8010;# Commissionable Orders;35.0;19.0;deliverando
Eiscafe Roma;8010;Avg Basket Size €;15.73;17.08;deliverando
Eiscafe Roma;8010;# Negative Comments;0.0;0.0;deliverando
Eiscafe Roma;8010;# Positive Comments;1.0;1.0;deliverando
Eiscafe Roma;8010;% Kill Rate;58;54;deliverando
Eiscafe Roma;8010;Avg Time to Accept (s);575.0;840.0;deliverando
Adelphia;8010;# Commissionable Orders;78.0;69.0;deliverando
Adelphia;8010;Avg Basket Size €;15.18;14.4;deliverando
Adelphia;8010;# Negative Comments;0.0;0.0;deliverando
Adelphia;8010;# Positive Comments;1.0;1.0;deliverando
Adelphia;8010;% Kill Rate;0.07;71;deliverando
Adelphia;8010;Avg Time to Accept (s);462.0;512.0;deliverando
Moserhofstub'n im Wirtshaus zum Ganster;8010;# Commissionable Orders;22.0;3.0;deliverando
Moserhofstub'n im Wirtshaus zum Ganster;8010;# Negative Comments;1.0;0.0;deliverando
Moserhofstub'n im Wirtshaus zum Ganster;8010;# Positive Comments;1.0;0.0;deliverando
Moserhofstub'n im Wirtshaus zum Ganster;8010;% Kill Rate;0.03;24;deliverando
Subway;8010;# Commissionable Orders;19.0;91.0;deliverando
Subway;8010;Avg Basket Size €;18.78;18.45;deliverando
Subway;8010;# Negative Comments;0.0;0.0;deliverando
Subway;8010;# Positive Comments;0.0;1.0;deliverando
Subway;8010;% Kill Rate;45;34;deliverando
Subway;8010;Avg Time to Accept (s);17.0;610.0;deliverando
Mumbai Cuisine;8010;# Commissionable Orders;16.0;10.0;deliverando
Mumbai Cuisine;8010;Avg Basket Size €;16.94;21.01;deliverando
Mumbai Cuisine;8010;# Negative Comments;0.0;0.0;deliverando
Mumbai Cuisine;8010;# Positive Comments;1.0;0.0;deliverando
Mumbai Cuisine;8010;Avg Time to Accept (s);669.0;563.0;deliverando
L'Enoteca dei Ciclopi;8010;# Commissionable Orders;0.0;0.0;deliverando
L'Enoteca dei Ciclopi;8010;# Negative Comments;0.0;0.0;deliverando
L'Enoteca dei Ciclopi;8010;# Positive Comments;0.0;0.0;deliverando
Halici - Cafe Kebaphaus;8020;# Commissionable Orders;87.0;52.0;deliverando
Halici - Cafe Kebaphaus;8020;Avg Basket Size €;9.23;10.9;deliverando
Halici - Cafe Kebaphaus;8020;# Negative Comments;0.0;0.0;deliverando
Halici - Cafe Kebaphaus;8020;# Positive Comments;1.0;1.0;deliverando
Halici - Cafe Kebaphaus;8020;% Kill Rate;18;27;deliverando
Halici - Cafe Kebaphaus;8020;Avg Time to Accept (s);465.0;422.0;deliverando
SO/SO;8010;# Commissionable Orders;2.0;6.0;deliverando
SO/SO;8010;Avg Basket Size €;11.9;18.77;deliverando
SO/SO;8010;# Negative Comments;0.0;0.0;deliverando
SO/SO;8010;# Positive Comments;0.0;1.0;deliverando
SO/SO;8010;% Kill Rate;82;69;deliverando
SO/SO;8010;Avg Time to Accept (s);376.0;373.0;deliverando
Bierbaron;8010;# Commissionable Orders;72.0;144.0;deliverando
Bierbaron;8010;Avg Basket Size €;16.0;13.69;deliverando
Bierbaron;8010;# Negative Comments;0.0;0.0;deliverando
Bierbaron;8010;# Positive Comments;1.0;1.0;deliverando
Bierbaron;8010;% Kill Rate;72;58;deliverando
Bierbaron;8010;Avg Time to Accept (s);362.0;463.0;deliverando
Pizzeria Ristorante Zeppelin;8010;# Commissionable Orders;99.0;158.0;deliverando
Pizzeria Ristorante Zeppelin;8010;Avg Basket Size €;16.37;15.56;deliverando
Pizzeria Ristorante Zeppelin;8010;# Negative Comments;2.0;0.0;deliverando
Pizzeria Ristorante Zeppelin;8010;# Positive Comments;1.0;1.0;deliverando
Pizzeria Ristorante Zeppelin;8010;% Kill Rate;65;63;deliverando
Pizzeria Ristorante Zeppelin;8010;Avg Time to Accept (s);450.0;423.0;deliverando
Continuum;8010;# Commissionable Orders;56.0;64.0;deliverando
Continuum;8010;Avg Basket Size €;17.8;15.7;deliverando
Continuum;8010;# Negative Comments;0.0;2.0;deliverando
Continuum;8010;# Positive Comments;1.0;1.0;deliverando
Continuum;8010;% Kill Rate;93;87;deliverando
Continuum;8010;Avg Time to Accept (s);444.0;449.0;deliverando
Isaan Thai;8010;# Commissionable Orders;117.0;131.0;deliverando
Isaan Thai;8010;Avg Basket Size €;26.63;25.08;deliverando
Isaan Thai;8010;# Negative Comments;0.0;0.0;deliverando
Isaan Thai;8010;# Positive Comments;1.0;1.0;deliverando
Isaan Thai;8010;% Kill Rate;118;109;deliverando
Isaan Thai;8010;Avg Time to Accept (s);424.0;503.0;deliverando
Venezia Star;8020;# Commissionable Orders;7.0;8.0;deliverando
Venezia Star;8020;Avg Basket Size €;16.84;16.09;deliverando
Venezia Star;8020;# Negative Comments;0.0;0.0;deliverando
Venezia Star;8020;# Positive Comments;1.0;1.0;deliverando
Venezia Star;8020;% Kill Rate;135;64;deliverando
Venezia Star;8020;Avg Time to Accept (s);458.0;334.0;deliverando
Konoba Kroatien;8010;# Commissionable Orders;9.0;8.0;deliverando
Konoba Kroatien;8010;Avg Basket Size €;17.46;18.74;deliverando
Konoba Kroatien;8010;# Negative Comments;1.0;0.0;deliverando
Konoba Kroatien;8010;# Positive Comments;0.0;1.0;deliverando
Konoba Kroatien;8010;Avg Time to Accept (s);613.0;380.0;deliverando
McDonald's®;8054;# Commissionable Orders;1010.0;903.0;deliverando
McDonald's®;8054;Avg Basket Size €;23.97;23.81;deliverando
McDonald's®;8054;# Negative Comments;7.0;7.0;deliverando
McDonald's®;8054;# Positive Comments;1.0;1.0;deliverando
McDonald's®;8054;% Kill Rate;55;58;deliverando
McDonald's®;8054;Avg Time to Accept (s);500.0;501.0;deliverando
Confiserie Heindl;8010;# Commissionable Orders;7.0;8.0;deliverando
Confiserie Heindl;8010;Avg Basket Size €;14.98;32.23;deliverando
Confiserie Heindl;8010;# Negative Comments;0.0;0.0;deliverando
Confiserie Heindl;8010;# Positive Comments;0.0;0.0;deliverando
Confiserie Heindl;8010;% Kill Rate;91;154;deliverando
Confiserie Heindl;8010;Avg Time to Accept (s);915.0;633.0;deliverando
China Restaurant Sichuan;8020;# Commissionable Orders;39.0;38.0;deliverando
China Restaurant Sichuan;8020;Avg Basket Size €;27.24;28.08;deliverando
China Restaurant Sichuan;8020;# Negative Comments;0.0;1.0;deliverando
China Restaurant Sichuan;8020;# Positive Comments;1.0;1.0;deliverando
China Restaurant Sichuan;8020;% Kill Rate;125;143;deliverando
China Restaurant Sichuan;8020;Avg Time to Accept (s);476.0;511.0;deliverando
Zu den 3 goldenen Kugeln;8041;# Commissionable Orders;14.0;10.0;deliverando
Zu den 3 goldenen Kugeln;8041;Avg Basket Size €;38.3;28.3;deliverando
Zu den 3 goldenen Kugeln;8041;# Negative Comments;0.0;0.0;deliverando
Zu den 3 goldenen Kugeln;8041;# Positive Comments;1.0;1.0;deliverando
Zu den 3 goldenen Kugeln;8041;% Kill Rate;0.1;125;deliverando
Zu den 3 goldenen Kugeln;8041;Avg Time to Accept (s);1951.0;877.0;deliverando
Zu den 3 goldenen Kugeln;8055;# Commissionable Orders;1.0;5.0;deliverando
Zu den 3 goldenen Kugeln;8055;# Negative Comments;0.0;0.0;deliverando
Zu den 3 goldenen Kugeln;8055;# Positive Comments;0.0;0.0;deliverando
